Customer_ID,Customer_Name,Age,Gender,City,State,Employment_Type,Annual_Income,Credit_Score,Customer_Since
C103119,Customer_103119,50,Female,Delhi,Delhi,Salaried,1867000.0,850,2025-10-11
C103120,Customer_103120,31,Female,Noida,Uttar Pradesh,Salaried,742000.0,706,2022-01-04
C103121,Customer_103121,26,Male,Ahmedabad,Gujarat,Professional,1277000.0,748,2017-08-21
C103122,Customer_103122,41,Female,Lucknow,Uttar Pradesh,Salaried,502000.0,746,2021-03-07
C103123,Customer_103123,42,Male,Pune,Maharashtra,Salaried,1531000.0,608,2023-09-23
C103124,Customer_103124,36,Female,Ahmedabad,Gujarat,Self-Employed,699000.0,645,2024-05-29
C103125,Customer_103125,25,Female,Pune,Maharashtra,Self-Employed,871000.0,569,2024-04-09
C103126,Customer_103126,26,Male,Noida,Uttar Pradesh,Salaried,250000.0,749,2024-04-19
C103127,Customer_103127,44,Female,Gurugram,Haryana,Salaried,1297000.0,846,2017-11-21
C103128,Customer_103128,63,Female,Noida,Uttar Pradesh,Salaried,1383000.0,789,2023-05-10
C103129,Customer_103129,47,Female,Kolkata,West Bengal,Salaried,375000.0,723,2026-03-27
C103130,Customer_103130,40,Male,Gurugram,Haryana,Salaried,1320000.0,714,2020-10-20
C103131,Customer_103131,62,Female,Chennai,Tamil Nadu,Business Owner,315000.0,697,2021-10-11
C103132,Customer_103132,52,Female,Pune,Maharashtra,Business Owner,1103000.0,789,2019-06-28
C103133,Customer_103133,53,Male,Gurugram,Haryana,Self-Employed,735000.0,734,2024-06-17
C103134,Customer_103134,46,Female,Delhi,Delhi,Self-Employed,1385000.0,724,2020-05-10
C103135,Customer_103135,55,Male,Jaipur,Rajasthan,Salaried,950000.0,648,2026-03-12
C103136,Customer_103136,43,Female,Delhi,Delhi,Salaried,1223000.0,759,2022-05-04
C103137,Customer_103137,48,Male,Kolkata,West Bengal,Self-Employed,1345000.0,710,2020-03-06
C103138,Customer_103138,48,Male,Pune,Maharashtra,Salaried,734000.0,746,2022-04-02
C103139,Customer_103139,54,Male,Pune,Maharashtra,Salaried,838000.0,785,2017-05-16
C103140,Customer_103140,61,Female,Pune,Maharashtra,Salaried,406000.0,614,2025-08-08
C103141,Customer_103141,34,Female,Pune,Maharashtra,Business Owner,730000.0,701,2021-04-06
C103142,Customer_103142,52,Male,Chennai,Tamil Nadu,Self-Employed,1621000.0,691,2021-04-02
C103143,Customer_103143,22,Male,Pune,Maharashtra,Salaried,1152000.0,686,2020-10-24
C103144,Customer_103144,44,Female,Kolkata,West Bengal,Salaried,432000.0,647,2023-03-17
C103145,Customer_103145,61,Male,Gurugram,Haryana,Business Owner,1503000.0,673,2024-04-09
C103146,Customer_103146,50,Male,Kolkata,West Bengal,Salaried,1006000.0,649,2023-02-23
C103147,Customer_103147,33,Female,Ahmedabad,Gujarat,Salaried,1182000.0,774,2018-03-05
C103148,Customer_103148,48,Male,Noida,Uttar Pradesh,Business Owner,1046000.0,745,2023-10-24
C103149,Customer_103149,37,Female,Lucknow,Uttar Pradesh,Self-Employed,1018000.0,740,2022-12-31
C103150,Customer_103150,40,Male,Mumbai,Maharashtra,Salaried,250000.0,595,2026-03-25
C103151,Customer_103151,31,Female,Jaipur,Rajasthan,Salaried,1293000.0,847,2019-06-23
C103152,Customer_103152,49,Female,Bengaluru,Karnataka,Professional,250000.0,693,2024-06-19
C103153,Customer_103153,29,Male,Bengaluru,Karnataka,Salaried,1256000.0,833,2025-02-27
C103154,Customer_103154,40,Female,Gurugram,Haryana,Professional,890000.0,769,2017-05-15
C103155,Customer_103155,63,Female,Delhi,Delhi,Business Owner,1184000.0,705,2025-07-13
C103156,Customer_103156,55,Female,Noida,Uttar Pradesh,Professional,913000.0,850,2024-07-22
C103157,Customer_103157,39,Male,Gurugram,Haryana,Salaried,1268000.0,757,2024-06-22
C103158,Customer_103158,64,Male,Lucknow,Uttar Pradesh,Salaried,856000.0,705,2026-04-23
C103159,Customer_103159,21,Female,Jaipur,Rajasthan,Salaried,962000.0,695,2018-11-14
C103160,Customer_103160,64,Male,Noida,Uttar Pradesh,Salaried,1012000.0,787,2017-05-09
C103161,Customer_103161,36,Male,Mumbai,Maharashtra,Salaried,1601000.0,685,2022-09-19
C103162,Customer_103162,57,Male,Noida,Uttar Pradesh,Salaried,1090000.0,695,2022-07-24
C103163,Customer_103163,63,Female,Mumbai,Maharashtra,Salaried,323000.0,681,2024-12-20
C103164,Customer_103164,48,Male,Hyderabad,Telangana,Self-Employed,624000.0,671,2022-07-31
C103165,Customer_103165,48,Male,Mumbai,Maharashtra,Salaried,1089000.0,675,2018-01-14
C103166,Customer_103166,54,Female,Chennai,Tamil Nadu,Salaried,1354000.0,835,2021-11-20
C103167,Customer_103167,31,Male,Jaipur,Rajasthan,Salaried,561000.0,785,2020-08-05
C103168,Customer_103168,29,Male,Hyderabad,Telangana,Self-Employed,1746000.0,735,2025-02-24
C103169,Customer_103169,36,Male,Gurugram,Haryana,Salaried,920000.0,684,2023-07-27
C103170,Customer_103170,42,Male,Ahmedabad,Gujarat,Business Owner,1018000.0,684,2024-07-31
C103171,Customer_103171,54,Other,Ahmedabad,Gujarat,Salaried,348000.0,696,2023-10-29
C103172,Customer_103172,32,Male,Lucknow,Uttar Pradesh,Self-Employed,1296000.0,836,2018-08-08
C103173,Customer_103173,46,Female,Pune,Maharashtra,Business Owner,672000.0,739,2025-01-01
C103174,Customer_103174,21,Male,Chennai,Tamil Nadu,Salaried,552000.0,769,2017-12-17
C103175,Customer_103175,22,Male,Lucknow,Uttar Pradesh,Self-Employed,723000.0,733,2019-06-19
C103176,Customer_103176,64,Male,Kolkata,West Bengal,Professional,1403000.0,662,2018-07-21
C103177,Customer_103177,59,Male,Ahmedabad,Gujarat,Salaried,1036000.0,727,2017-11-02
C103178,Customer_103178,59,Male,Hyderabad,Telangana,Salaried,494000.0,650,2025-04-03
C103179,Customer_103179,35,Male,Bengaluru,Karnataka,Professional,638000.0,798,2018-03-31
C103180,Customer_103180,44,Female,Bengaluru,Karnataka,Business Owner,1414000.0,671,2017-12-01
C103181,Customer_103181,51,Male,Bengaluru,Karnataka,Self-Employed,755000.0,683,2017-11-17
C103182,Customer_103182,32,Female,Bengaluru,Karnataka,Salaried,1074000.0,773,2023-01-06
C103183,Customer_103183,54,Male,Jaipur,Rajasthan,Salaried,1172000.0,675,2019-02-19
C103184,Customer_103184,52,Male,Delhi,Delhi,Professional,250000.0,706,2023-05-13
C103185,Customer_103185,39,Female,Ahmedabad,Gujarat,Self-Employed,1356000.0,549,2019-06-20
C103186,Customer_103186,40,Male,Lucknow,Uttar Pradesh,Salaried,509000.0,699,2019-01-12
C103187,Customer_103187,34,Male,Gurugram,Haryana,Salaried,706000.0,759,2018-07-20
C103188,Customer_103188,57,Male,Chennai,Tamil Nadu,Business Owner,1466000.0,679,2019-02-21
C103189,Customer_103189,65,Male,Delhi,Delhi,Self-Employed,1429000.0,756,2019-03-13
C103190,Customer_103190,65,Female,Noida,Uttar Pradesh,Professional,1047000.0,719,2024-10-12
C103191,Customer_103191,55,Male,Delhi,Delhi,Salaried,1141000.0,791,2021-12-15
C103192,Customer_103192,36,Female,Jaipur,Rajasthan,Salaried,1241000.0,672,2020-11-29
C103193,Customer_103193,56,Male,Jaipur,Rajasthan,Salaried,1422000.0,704,2025-05-23
C103194,Customer_103194,31,Male,Bengaluru,Karnataka,Salaried,1473000.0,624,2021-08-26
C103195,Customer_103195,61,Male,Jaipur,Rajasthan,Salaried,893000.0,714,2025-02-25
C103196,Customer_103196,33,Male,Bengaluru,Karnataka,Salaried,555000.0,693,2020-09-12
C103197,Customer_103197,39,Female,Bengaluru,Karnataka,Salaried,748000.0,782,2026-02-19
C103198,Customer_103198,25,Female,Gurugram,Haryana,Salaried,901000.0,679,2018-09-15
C103199,Customer_103199,24,Male,Lucknow,Uttar Pradesh,Business Owner,829000.0,692,2021-10-18
C103200,Customer_103200,38,Male,Hyderabad,Telangana,Salaried,445000.0,676,2021-02-02
C103201,Customer_103201,45,Female,Lucknow,Uttar Pradesh,Salaried,1025000.0,722,2025-04-11
C103202,Customer_103202,21,Male,Noida,Uttar Pradesh,Self-Employed,250000.0,849,2019-07-05
C103203,Customer_103203,59,Female,Gurugram,Haryana,Salaried,884000.0,500,2020-03-12
C103204,Customer_103204,26,Male,Mumbai,Maharashtra,Salaried,910000.0,717,2019-10-18
C103205,Customer_103205,65,Male,Hyderabad,Telangana,Business Owner,896000.0,796,2022-10-11
C103206,Customer_103206,33,Male,Jaipur,Rajasthan,Self-Employed,1190000.0,687,2018-11-17
C103207,Customer_103207,38,Male,Lucknow,Uttar Pradesh,Salaried,1137000.0,754,2021-06-10
C103208,Customer_103208,28,Female,Gurugram,Haryana,Business Owner,1739000.0,797,2022-11-01
C103209,Customer_103209,58,Female,Pune,Maharashtra,Professional,643000.0,702,2019-01-03
C103210,Customer_103210,53,Female,Bengaluru,Karnataka,Business Owner,962000.0,678,2019-09-03
C103211,Customer_103211,24,Female,Lucknow,Uttar Pradesh,Salaried,936000.0,781,2018-04-22
C103212,Customer_103212,25,Male,Hyderabad,Telangana,Self-Employed,917000.0,752,2018-07-18
C103213,Customer_103213,48,Male,Chennai,Tamil Nadu,Salaried,344000.0,716,2025-08-07
C103214,Customer_103214,59,Male,Lucknow,Uttar Pradesh,Salaried,377000.0,760,2024-07-11
C103215,Customer_103215,25,Female,Kolkata,West Bengal,Salaried,853000.0,782,2018-10-20
C103216,Customer_103216,30,Male,Hyderabad,Telangana,Business Owner,250000.0,717,2022-05-12
C103217,Customer_103217,45,Female,Delhi,Delhi,Salaried,716000.0,740,2017-12-26
C103218,Customer_103218,25,Female,Pune,Maharashtra,Professional,591000.0,754,2024-12-30
C103219,Customer_103219,34,Female,Lucknow,Uttar Pradesh,Professional,731000.0,690,2024-01-31
C103220,Customer_103220,21,Female,Pune,Maharashtra,Salaried,1303000.0,797,2024-04-10
C103221,Customer_103221,43,Female,Jaipur,Rajasthan,Salaried,419000.0,653,2019-11-30
C103222,Customer_103222,53,Female,Hyderabad,Telangana,Professional,1198000.0,711,2020-06-18
C103223,Customer_103223,39,Female,Gurugram,Haryana,Salaried,621000.0,770,2025-02-22
C103224,Customer_103224,32,Male,Gurugram,Haryana,Business Owner,671000.0,651,2022-03-25
C103225,Customer_103225,40,Female,Ahmedabad,Gujarat,Salaried,1036000.0,777,2022-06-02
C103226,Customer_103226,43,Male,Gurugram,Haryana,Salaried,740000.0,732,2026-03-10
C103227,Customer_103227,28,Female,Kolkata,West Bengal,Salaried,493000.0,806,2024-08-27
C103228,Customer_103228,26,Female,Chennai,Tamil Nadu,Salaried,702000.0,760,2020-05-02
C103229,Customer_103229,29,Male,Jaipur,Rajasthan,Professional,250000.0,709,2017-06-20
C103230,Customer_103230,65,Female,Noida,Uttar Pradesh,Salaried,1002000.0,735,2019-03-26
C103231,Customer_103231,53,Male,Noida,Uttar Pradesh,Salaried,250000.0,737,2024-01-16
C103232,Customer_103232,26,Female,Bengaluru,Karnataka,Self-Employed,1205000.0,850,2018-07-09
C103233,Customer_103233,34,Female,Jaipur,Rajasthan,Professional,1096000.0,726,2019-11-01
C103234,Customer_103234,39,Female,Delhi,Delhi,Salaried,1491000.0,711,2025-10-01
C103235,Customer_103235,29,Female,Kolkata,West Bengal,Business Owner,1723000.0,707,2021-01-31
C103236,Customer_103236,59,Male,Kolkata,West Bengal,Salaried,1224000.0,732,2019-04-29
C103237,Customer_103237,63,Male,Chennai,Tamil Nadu,Business Owner,599000.0,646,2022-02-07
C103238,Customer_103238,32,Female,Lucknow,Uttar Pradesh,Self-Employed,1719000.0,695,2025-08-20
C103239,Customer_103239,21,Male,Noida,Uttar Pradesh,Professional,372000.0,654,2019-01-02
C103240,Customer_103240,33,Male,Delhi,Delhi,Self-Employed,250000.0,663,2022-07-06
C103241,Customer_103241,47,Male,Bengaluru,Karnataka,Professional,1591000.0,772,2024-05-26
C103242,Customer_103242,57,Male,Bengaluru,Karnataka,Salaried,1091000.0,722,2022-06-30
C103243,Customer_103243,36,Other,Noida,Uttar Pradesh,Business Owner,250000.0,672,2025-03-12
C103244,Customer_103244,33,Male,Kolkata,West Bengal,Self-Employed,308000.0,710,2020-09-22
C103245,Customer_103245,32,Male,Jaipur,Rajasthan,Salaried,1071000.0,704,2024-05-16
C103246,Customer_103246,21,Female,Gurugram,Haryana,Professional,502000.0,723,2020-09-08
C103247,Customer_103247,21,Female,Gurugram,Haryana,Business Owner,560000.0,622,2017-07-24
C103248,Customer_103248,40,Male,Mumbai,Maharashtra,Professional,1637000.0,649,2019-12-27
C103249,Customer_103249,48,Female,Mumbai,Maharashtra,Salaried,1709000.0,626,2018-05-02
C103250,Customer_103250,21,Male,Chennai,Tamil Nadu,Business Owner,909000.0,662,2023-10-17
C103251,Customer_103251,30,Female,Chennai,Tamil Nadu,Salaried,790000.0,673,2020-09-25
C103252,Customer_103252,61,Male,Jaipur,Rajasthan,Professional,1211000.0,653,2023-11-17
C103253,Customer_103253,65,Male,Mumbai,Maharashtra,Salaried,625000.0,770,2023-12-17
C103254,Customer_103254,49,Male,Chennai,Tamil Nadu,Self-Employed,250000.0,840,2021-12-12
C103255,Customer_103255,44,Female,Bengaluru,Karnataka,Salaried,250000.0,774,2025-08-22
C103256,Customer_103256,47,Male,Bengaluru,Karnataka,Self-Employed,821000.0,683,2021-03-07
C103257,Customer_103257,37,Male,Bengaluru,Karnataka,Salaried,1203000.0,734,2023-06-07
C103258,Customer_103258,30,Female,Bengaluru,Karnataka,Professional,856000.0,716,2022-12-02
C103259,Customer_103259,37,Male,Kolkata,West Bengal,Professional,1174000.0,680,2023-08-15
C103260,Customer_103260,52,Female,Chennai,Tamil Nadu,Salaried,1214000.0,806,2021-07-29
C103261,Customer_103261,50,Male,Pune,Maharashtra,Business Owner,1404000.0,850,2020-12-25
C103262,Customer_103262,51,Male,Pune,Maharashtra,Self-Employed,925000.0,624,2024-09-03
C103263,Customer_103263,48,Male,Jaipur,Rajasthan,Salaried,960000.0,814,2025-05-22
C103264,Customer_103264,23,Male,Noida,Uttar Pradesh,Salaried,835000.0,682,2017-08-10
C103265,Customer_103265,49,Male,Kolkata,West Bengal,Salaried,747000.0,703,2026-02-07
C103266,Customer_103266,60,Female,Ahmedabad,Gujarat,Salaried,250000.0,738,2025-05-27
C103267,Customer_103267,50,Female,Jaipur,Rajasthan,Salaried,1319000.0,821,2022-06-10
C103268,Customer_103268,47,Male,Jaipur,Rajasthan,Salaried,696000.0,738,2021-11-19
C103269,Customer_103269,31,Male,Mumbai,Maharashtra,Salaried,674000.0,747,2021-04-05
C103270,Customer_103270,56,Female,Lucknow,Uttar Pradesh,Professional,633000.0,775,2021-09-28
C103271,Customer_103271,41,Male,Mumbai,Maharashtra,Salaried,314000.0,786,2018-08-22
C103272,Customer_103272,32,Female,Chennai,Tamil Nadu,Professional,816000.0,753,2020-08-22
C103273,Customer_103273,43,Female,Ahmedabad,Gujarat,Business Owner,1057000.0,786,2025-10-25
C103274,Customer_103274,26,Male,Chennai,Tamil Nadu,Business Owner,568000.0,681,2021-12-15
C103275,Customer_103275,62,Female,Bengaluru,Karnataka,Salaried,1265000.0,607,2020-05-19
C103276,Customer_103276,52,Female,Lucknow,Uttar Pradesh,Salaried,703000.0,839,2019-01-20
C103277,Customer_103277,35,Female,Delhi,Delhi,Professional,250000.0,653,2024-03-07
C103278,Customer_103278,56,Female,Bengaluru,Karnataka,Business Owner,1399000.0,685,2021-08-18
C103279,Customer_103279,23,Male,Lucknow,Uttar Pradesh,Business Owner,929000.0,698,2022-05-22
C103280,Customer_103280,38,Female,Jaipur,Rajasthan,Salaried,1195000.0,687,2020-09-15
C103281,Customer_103281,50,Male,Mumbai,Maharashtra,Self-Employed,1205000.0,673,2017-04-29
C103282,Customer_103282,22,Male,Gurugram,Haryana,Salaried,472000.0,750,2019-09-27
C103283,Customer_103283,52,Other,Lucknow,Uttar Pradesh,Self-Employed,641000.0,751,2022-07-07
C103284,Customer_103284,57,Male,Mumbai,Maharashtra,Business Owner,1264000.0,760,2018-12-23
C103285,Customer_103285,47,Female,Chennai,Tamil Nadu,Salaried,1584000.0,756,2021-09-18
C103286,Customer_103286,30,Female,Pune,Maharashtra,Salaried,875000.0,693,2025-01-03
C103287,Customer_103287,54,Female,Mumbai,Maharashtra,Salaried,599000.0,693,2018-10-05
C103288,Customer_103288,36,Female,Bengaluru,Karnataka,Salaried,1523000.0,793,2024-11-30
C103289,Customer_103289,54,Female,Bengaluru,Karnataka,Salaried,599000.0,686,2018-04-20
C103290,Customer_103290,49,Other,Bengaluru,Karnataka,Salaried,982000.0,685,2021-07-08
C103291,Customer_103291,25,Female,Chennai,Tamil Nadu,Salaried,679000.0,780,2023-01-17
C103292,Customer_103292,25,Female,Pune,Maharashtra,Self-Employed,958000.0,719,2019-02-26
C103293,Customer_103293,21,Female,Bengaluru,Karnataka,Business Owner,472000.0,687,2019-02-23
C103294,Customer_103294,24,Male,Hyderabad,Telangana,Salaried,700000.0,688,2021-03-12
C103295,Customer_103295,34,Male,Bengaluru,Karnataka,Salaried,599000.0,793,2017-03-12
C103296,Customer_103296,22,Male,Gurugram,Haryana,Business Owner,1115000.0,758,2025-08-14
C103297,Customer_103297,63,Male,Bengaluru,Karnataka,Salaried,915000.0,735,2019-05-27
C103298,Customer_103298,62,Male,Noida,Uttar Pradesh,Salaried,1202000.0,644,2024-04-03
C103299,Customer_103299,28,Female,Kolkata,West Bengal,Salaried,520000.0,736,2019-09-08
C103300,Customer_103300,35,Female,Gurugram,Haryana,Professional,767000.0,706,2024-07-08
C103301,Customer_103301,54,Female,Ahmedabad,Gujarat,Salaried,1100000.0,661,2018-09-18
C103302,Customer_103302,50,Female,Hyderabad,Telangana,Professional,1193000.0,681,2023-07-18
C103303,Customer_103303,47,Female,Ahmedabad,Gujarat,Salaried,272000.0,765,2023-09-16
C103304,Customer_103304,65,Female,Hyderabad,Telangana,Salaried,977000.0,801,2023-09-28
C103305,Customer_103305,49,Female,Mumbai,Maharashtra,Salaried,525000.0,651,2017-07-05
C103306,Customer_103306,51,Male,Hyderabad,Telangana,Business Owner,1214000.0,659,2018-05-24
C103307,Customer_103307,43,Female,Hyderabad,Telangana,Salaried,1594000.0,765,2025-02-07
C103308,Customer_103308,44,Male,Mumbai,Maharashtra,Self-Employed,250000.0,693,2020-03-25
C103309,Customer_103309,34,Male,Delhi,Delhi,Professional,588000.0,756,2024-06-21
C103310,Customer_103310,44,Male,Lucknow,Uttar Pradesh,Salaried,956000.0,693,2024-09-29
C103311,Customer_103311,62,Female,Kolkata,West Bengal,Salaried,848000.0,758,2023-06-16
C103312,Customer_103312,37,Female,Chennai,Tamil Nadu,Self-Employed,1226000.0,631,2018-08-26
C103313,Customer_103313,26,Male,Lucknow,Uttar Pradesh,Salaried,882000.0,756,2020-02-12
C103314,Customer_103314,47,Female,Bengaluru,Karnataka,Self-Employed,638000.0,584,2017-09-13
C103315,Customer_103315,56,Male,Chennai,Tamil Nadu,Professional,442000.0,780,2017-01-20
C103316,Customer_103316,64,Male,Noida,Uttar Pradesh,Salaried,375000.0,718,2024-11-17
C103317,Customer_103317,45,Male,Ahmedabad,Gujarat,Salaried,553000.0,749,2021-06-10
C103318,Customer_103318,56,Male,Chennai,Tamil Nadu,Self-Employed,624000.0,735,2024-04-08
C103319,Customer_103319,32,Female,Hyderabad,Telangana,Salaried,1004000.0,609,2018-06-17
C103320,Customer_103320,40,Male,Delhi,Delhi,Salaried,787000.0,809,2018-06-22
C103321,Customer_103321,39,Male,Mumbai,Maharashtra,Salaried,590000.0,742,2022-03-31
C103322,Customer_103322,35,Male,Mumbai,Maharashtra,Salaried,446000.0,769,2021-12-01
C103323,Customer_103323,53,Female,Gurugram,Haryana,Salaried,569000.0,668,2020-11-06
C103324,Customer_103324,60,Other,Ahmedabad,Gujarat,Self-Employed,624000.0,736,2017-05-22
C103325,Customer_103325,35,Female,Pune,Maharashtra,Salaried,551000.0,635,2019-06-15
C103326,Customer_103326,27,Female,Gurugram,Haryana,Salaried,1119000.0,730,2018-05-20
C103327,Customer_103327,58,Female,Mumbai,Maharashtra,Professional,1397000.0,659,2018-07-19
C103328,Customer_103328,59,Male,Bengaluru,Karnataka,Salaried,380000.0,850,2019-05-25
C103329,Customer_103329,63,Male,Chennai,Tamil Nadu,Salaried,1298000.0,759,2023-03-17
C103330,Customer_103330,32,Male,Lucknow,Uttar Pradesh,Professional,1127000.0,807,2023-07-22
C103331,Customer_103331,53,Male,Ahmedabad,Gujarat,Salaried,922000.0,704,2024-06-19
C103332,Customer_103332,53,Male,Noida,Uttar Pradesh,Professional,1461000.0,746,2019-11-03
C103333,Customer_103333,56,Male,Bengaluru,Karnataka,Self-Employed,782000.0,779,2022-01-12
C103334,Customer_103334,57,Male,Noida,Uttar Pradesh,Salaried,1011000.0,650,2024-07-18
C103335,Customer_103335,63,Male,Delhi,Delhi,Salaried,899000.0,676,2021-07-16
C103336,Customer_103336,42,Male,Bengaluru,Karnataka,Salaried,870000.0,783,2017-03-22
C103337,Customer_103337,24,Male,Kolkata,West Bengal,Business Owner,1034000.0,706,2021-08-16
C103338,Customer_103338,29,Female,Delhi,Delhi,Salaried,869000.0,671,2017-01-15
C103339,Customer_103339,60,Female,Noida,Uttar Pradesh,Business Owner,1036000.0,679,2020-08-08
C103340,Customer_103340,59,Male,Noida,Uttar Pradesh,Business Owner,582000.0,641,2019-10-17
C103341,Customer_103341,21,Male,Kolkata,West Bengal,Self-Employed,595000.0,593,2025-07-09
C103342,Customer_103342,37,Male,Hyderabad,Telangana,Salaried,580000.0,610,2023-10-22
C103343,Customer_103343,32,Male,Mumbai,Maharashtra,Business Owner,704000.0,723,2023-02-18
C103344,Customer_103344,35,Male,Ahmedabad,Gujarat,Self-Employed,1255000.0,764,2025-11-10
C103345,Customer_103345,49,Male,Kolkata,West Bengal,Salaried,665000.0,850,2025-10-09
C103346,Customer_103346,43,Female,Gurugram,Haryana,Professional,1111000.0,717,2019-12-09
C103347,Customer_103347,42,Female,Ahmedabad,Gujarat,Salaried,956000.0,637,2022-02-19
C103348,Customer_103348,40,Female,Mumbai,Maharashtra,Professional,673000.0,718,2022-03-09
C103349,Customer_103349,49,Female,Mumbai,Maharashtra,Salaried,1374000.0,766,2017-03-22
C103350,Customer_103350,51,Female,Gurugram,Haryana,Salaried,1144000.0,787,2017-05-21
C103351,Customer_103351,22,Female,Mumbai,Maharashtra,Self-Employed,851000.0,781,2020-02-27
C103352,Customer_103352,27,Female,Lucknow,Uttar Pradesh,Salaried,818000.0,757,2017-01-05
C103353,Customer_103353,36,Female,Mumbai,Maharashtra,Salaried,887000.0,726,2023-06-04
C103354,Customer_103354,40,Female,Jaipur,Rajasthan,Salaried,250000.0,768,2017-02-23
C103355,Customer_103355,65,Female,Lucknow,Uttar Pradesh,Business Owner,520000.0,643,2019-02-13
C103356,Customer_103356,61,Female,Pune,Maharashtra,Salaried,1035000.0,589,2017-11-27
C103357,Customer_103357,50,Male,Delhi,Delhi,Self-Employed,250000.0,850,2021-08-27
C103358,Customer_103358,22,Male,Noida,Uttar Pradesh,Self-Employed,551000.0,717,2025-02-20
C103359,Customer_103359,25,Male,Bengaluru,Karnataka,Salaried,693000.0,755,2017-07-04
C103360,Customer_103360,41,Male,Kolkata,West Bengal,Salaried,2011000.0,538,2022-12-21
C103361,Customer_103361,47,Male,Lucknow,Uttar Pradesh,Salaried,1119000.0,820,2022-01-17
C103362,Customer_103362,50,Male,Jaipur,Rajasthan,Professional,1289000.0,795,2025-05-13
C103363,Customer_103363,27,Male,Delhi,Delhi,Business Owner,528000.0,618,2022-07-19
C103364,Customer_103364,60,Female,Gurugram,Haryana,Professional,995000.0,699,2024-10-09
C103365,Customer_103365,43,Male,Mumbai,Maharashtra,Business Owner,250000.0,737,2023-06-09
C103366,Customer_103366,47,Male,Jaipur,Rajasthan,Business Owner,718000.0,638,2024-02-15
C103367,Customer_103367,22,Male,Ahmedabad,Gujarat,Professional,1052000.0,752,2021-07-10
C103368,Customer_103368,58,Male,Hyderabad,Telangana,Salaried,283000.0,788,2020-04-17
C103369,Customer_103369,45,Female,Pune,Maharashtra,Professional,1007000.0,741,2021-10-07
C103370,Customer_103370,31,Female,Mumbai,Maharashtra,Salaried,1040000.0,618,2018-04-01
C103371,Customer_103371,35,Male,Lucknow,Uttar Pradesh,Salaried,609000.0,653,2023-08-19
C103372,Customer_103372,36,Female,Bengaluru,Karnataka,Salaried,516000.0,712,2017-12-18
C103373,Customer_103373,22,Male,Hyderabad,Telangana,Salaried,564000.0,704,2025-09-07
C103374,Customer_103374,63,Female,Kolkata,West Bengal,Salaried,711000.0,705,2017-03-27
C103375,Customer_103375,57,Female,Jaipur,Rajasthan,Salaried,723000.0,703,2018-01-17
C103376,Customer_103376,60,Female,Kolkata,West Bengal,Salaried,1054000.0,603,2018-08-28
C103377,Customer_103377,36,Male,Kolkata,West Bengal,Professional,636000.0,772,2018-09-17
C103378,Customer_103378,46,Female,Kolkata,West Bengal,Salaried,1491000.0,761,2017-03-07
C103379,Customer_103379,41,Female,Noida,Uttar Pradesh,Salaried,1488000.0,754,2026-03-03
C103380,Customer_103380,42,Female,Chennai,Tamil Nadu,Self-Employed,944000.0,748,2023-05-28
C103381,Customer_103381,47,Male,Gurugram,Haryana,Self-Employed,712000.0,702,2019-10-19
C103382,Customer_103382,41,Male,Gurugram,Haryana,Business Owner,637000.0,681,2020-08-15
C103383,Customer_103383,55,Male,Lucknow,Uttar Pradesh,Salaried,977000.0,654,2019-02-10
C103384,Customer_103384,23,Male,Noida,Uttar Pradesh,Salaried,1047000.0,820,2021-12-01
C103385,Customer_103385,29,Female,Gurugram,Haryana,Professional,770000.0,719,2020-09-08
C103386,Customer_103386,61,Male,Bengaluru,Karnataka,Salaried,693000.0,612,2021-06-17
C103387,Customer_103387,60,Male,Gurugram,Haryana,Self-Employed,991000.0,718,2020-09-21
C103388,Customer_103388,57,Female,Jaipur,Rajasthan,Salaried,878000.0,585,2019-08-22
C103389,Customer_103389,37,Male,Hyderabad,Telangana,Salaried,621000.0,736,2021-09-13
C103390,Customer_103390,41,Other,Jaipur,Rajasthan,Business Owner,895000.0,729,2018-01-25
C103391,Customer_103391,22,Female,Hyderabad,Telangana,Salaried,608000.0,685,2022-03-10
C103392,Customer_103392,33,Female,Kolkata,West Bengal,Salaried,549000.0,659,2022-01-18
C103393,Customer_103393,53,Female,Gurugram,Haryana,Business Owner,848000.0,757,2018-02-12
C103394,Customer_103394,36,Male,Bengaluru,Karnataka,Salaried,620000.0,715,2025-01-15
C103395,Customer_103395,42,Male,Chennai,Tamil Nadu,Salaried,557000.0,594,2025-11-09
C103396,Customer_103396,26,Female,Gurugram,Haryana,Salaried,1268000.0,798,2023-12-24
C103397,Customer_103397,43,Male,Pune,Maharashtra,Salaried,693000.0,659,2025-11-02
C103398,Customer_103398,53,Male,Lucknow,Uttar Pradesh,Self-Employed,1587000.0,634,2025-09-03
C103399,Customer_103399,46,Female,Delhi,Delhi,Salaried,1101000.0,808,2023-11-19
C103400,Customer_103400,46,Male,Jaipur,Rajasthan,Salaried,522000.0,789,2020-04-25
C103401,Customer_103401,62,Male,Gurugram,Haryana,Salaried,1314000.0,693,2018-12-10
C103402,Customer_103402,31,Male,Lucknow,Uttar Pradesh,Professional,563000.0,639,2024-11-15
C103403,Customer_103403,34,Male,Mumbai,Maharashtra,Salaried,1639000.0,661,2021-07-17
C103404,Customer_103404,49,Female,Lucknow,Uttar Pradesh,Professional,940000.0,692,2023-09-23
C103405,Customer_103405,42,Male,Chennai,Tamil Nadu,Salaried,1067000.0,799,2025-04-16
